WBInteraction000504355,ZK328.5,ZK1127.1,-
WBInteraction000519025,T20B5.3,R13H8.1,+
WBInteraction000520090,Y106G6A.2,C06G1.4,-
WBInteraction000519934,F54D1.4,C54F6.14,-
WBInteraction000504427,K12H4.8,F02E9.2,-
WBInteraction000517412,R160.1,R31.3,+
WBInteraction000519597,F17C11.9,T05E11.3,+
WBInteraction000517593,T25F10.2,C02A12.4,+
WBInteraction000502235,F11A1.3,F22F1.4,+
WBInteraction000502029,C16B8.1,W10C8.2
WBInteraction000503086,T07A9.5,C24D10.7,-
WBInteraction000519552,C23G10.4,C12C8.1,-
WBInteraction000520327,C02F5.9,F58E10.4,-
WBInteraction000503586,C25F6.2,C25A11.4,+
WBInteraction000503673,F14F3.1,F55F8.1,+
WBInteraction000505100,F58E10.2,T23G4.1,-
WBInteraction000008962,C04A2.3,C08C3.3
WBInteraction000503230,T07A9.5,R03H4.6,+
WBInteraction000517607,Y34D9A.4,ZK1193.1
WBInteraction000520086,M03A8.2,F13D11.2,+
WBInteraction000003713,R13H8.1,F43D9.4
WBInteraction000504176,F13D11.2,C44H4.3,+
WBInteraction000501694,W09C2.1,C25A11.4,+
WBInteraction000003897,F13B10.1,B0213.6
WBInteraction000524299,T19E7.2,M03F8.4,+
WBInteraction000524295,T19E7.2,F01D5.3,+
WBInteraction000503463,C38C10.4,T09A5.10,+
WBInteraction000517957,C45E1.1,F56B3.5,-
WBInteraction000504153,F13D11.2,C25D7.4,-
WBInteraction000504743,R07G3.6,F47G4.3,-
WBInteraction000005540,Y55D5A.5,Y54G11A.5
WBInteraction000503611,C32F10.2,ZK666.7,-
WBInteraction000519802,F29G6.3,K04E7.2,+
WBInteraction000504960,F33H1.1,Y53G8AM.4,+
WBInteraction000502532,C03G5.1,F47G4.3,-
WBInteraction000501794,F44B9.4,T24D3.1,+
WBInteraction000502383,Y57G11C.24,ZK1067.1
WBInteraction000005560,Y55D5A.5,ZK75.2
WBInteraction000523962,T05C12.6,C16B8.1,+
WBInteraction000521311,Y47D3A.16,Y46H3A.3,-
WBInteraction000502082,K10C3.6,F09F3.9,+
WBInteraction000008985,R12B2.5,W06D12.3
WBInteraction000501862,F52E1.1,F02A9.6,-
WBInteraction000504409,C56C10.12,T12G3.1,-
WBInteraction000502572,C56G7.1,T19E10.1,+
WBInteraction000504148,F13D11.2,F58H10.1,+
WBInteraction000517577,F25B4.6,F13D11.2,-
WBInteraction000504759,Y20F4.2,Y41C4A.4,+
WBInteraction000504012,T05F1.1,F21F3.5,+
WBInteraction000504154,F13D11.2,Y119D3B.20,-
WBInteraction000519933,ZK616.10,C54F6.14,-
WBInteraction000504181,F13D11.2,T27D12.1,-
WBInteraction000502428,K01G5.2,C04F1.3,+
WBInteraction000521293,F38C2.2,K09G1.4,+
WBInteraction000518673,Y43H11AL.2,M01E5.6,-
WBInteraction000520871,K06A1.5,T12G3.1,-
WBInteraction000524454,C16A3.8,T19E7.2,+
WBInteraction000503662,T09B4.11,W10D5.1,-
WBInteraction000005747,K10B3.7,K10B3.9
WBInteraction000502462,F33D4.2,F47G4.3,-
WBInteraction000524119,T24B8.6,F23B12.9,+
WBInteraction000519601,C23G10.4,F23F12.6,-
WBInteraction000502055,F33H1.1,M04D8.6,+
WBInteraction000003905,T23G11.3,T11F8.3
WBInteraction000003375,ZC247.3,W03C9.4
WBInteraction000003333,F35D6.1,C03C11.2,+
WBInteraction000503951,B0336.1,C13G5.1,+
WBInteraction000519719,T19E7.2,ZK1058.6,+
WBInteraction000503211,T07A9.5,K07F5.4,-
WBInteraction000502472,CD4.6,F47G4.3,-
WBInteraction000502196,W08D2.1,W06F12.1,+
WBInteraction000503357,Y105E8A.6,C34H4.4,-
WBInteraction000502502,C38C6.3,F47G4.3,-
WBInteraction000504491,C18G1.2,R12A1.4,+
WBInteraction000520389,R13H8.1,C08B11.7,-
WBInteraction000008996,F25E2.5,R03E9.1
WBInteraction000521835,C41G7.5,EGAP7.1,-
WBInteraction000504297,C29E6.7,F47B7.1,-
WBInteraction000005807,T01C8.7,F15C11.1
WBInteraction000009041,C32F10.2,F53A2.5
WBInteraction000503384,Y22F5A.3,M01A10.2,+
WBInteraction000502657,F49E8.3,ZK381.4
WBInteraction000517736,F58B6.3,F20G4.3,+
WBInteraction000520986,R13H4.1,Y37E3.5,+
WBInteraction000501606,W02A2.6,ZK381.1,+
WBInteraction000517816,F32A6.3,W03C9.3,-
WBInteraction000519952,F31A3.4,C54F6.14,-
WBInteraction000502444,R160.1,F47G4.3,-
WBInteraction000502886,C08F8.8,F38G1.2,-
WBInteraction000504186,F13D11.2,K08E3.1,-
WBInteraction000503548,C02H7.1,F08F8.3,+
WBInteraction000518591,Y54E10A.4,C25G4.4,+
WBInteraction000501442,F22B7.13,ZK381.4,+
WBInteraction000504989,F28D1.10,F58B6.3,+
WBInteraction000520101,F49E10.5,F35B3.4,-
WBInteraction000003934,T23G11.3,F54C1.3
WBInteraction000521977,F31E3.1,F55A8.1,+
WBInteraction000502953,R13H8.1,C29A12.4,-
WBInteraction000520808,C55B7.12,ZK512.6,+
WBInteraction000519316,F07A11.3,C09G9.2,+
WBInteraction000505129,C42D8.4,T06C10.4,+
WBInteraction000003239,F52F12.3,W10C8.2
WBInteraction000519392,F23B2.4,F31F4.15,+
WBInteraction000520877,C29F9.7,Y46H3A.3,-
WBInteraction000052703,F26C11.2,E02H4.1
WBInteraction000004089,F45E10.1,F28F9.1
WBInteraction000503943,T08H4.3,B0432.5,+
WBInteraction000004118,M142.4,T27A1.6
WBInteraction000519431,F59F5.6,M04D8.2,+
WBInteraction000520096,F49E10.5,F28F8.2,-
WBInteraction000503656,M03A1.6,B0336.1,+
WBInteraction000501827,K03E6.1,Y48A6A.1,+
WBInteraction000517474,F58E10.1,Y47D3B.2,+
WBInteraction000504629,R06C7.7,W02A2.6,-
WBInteraction000520375,F31E3.1,T23G5.5,+
WBInteraction000505131,C42D8.4,T07D1.1,+
WBInteraction000503714,K02B9.4,C08A9.1,+
WBInteraction000505102,F58E10.2,F27E5.2,-
WBInteraction000501809,K07C11.2,F56A3.4,+
WBInteraction000503378,F44A6.2,C25D7.3,+
WBInteraction000009018,ZK177.10,F38A6.1
WBInteraction000518669,M01D7.7,B0412.2,+
WBInteraction000504767,R08B4.2,F57H12.7,+
WBInteraction000519737,R11H6.1,K04E7.2,+
WBInteraction000518172,C10E2.6,T19E7.2,-
WBInteraction000519942,ZK287.5,Y54E10A.15,-
WBInteraction000502026,C50H2.3,E03G2.3,+
WBInteraction000519906,F55A4.2,E03A3.6,+
WBInteraction000504103,K02B12.1,T06F4.2,+
WBInteraction000502178,K03E6.1,T03D8.5,-
WBInteraction000005546,Y55D5A.5,C53A5.3
WBInteraction000524347,F09E5.1,Y106G6H.7,-
WBInteraction000519161,B0240.3,B0412.2,+
WBInteraction000518219,F20H11.2,K08F4.7,-
WBInteraction000501414,H39E23.1,C38D4.6,+
WBInteraction000503734,F57B9.2,ZK1127.1,-
WBInteraction000504230,C37F5.1,R13A5.5
WBInteraction000518832,C27H6.1,F31E8.2,+
WBInteraction000522000,K04D7.1,C05G5.6,-
WBInteraction000519306,F11C1.6,C05G5.6,+
WBInteraction000502366,Y71F9B.5,W10C8.2
WBInteraction000502083,K10C3.6,F59F4.1,-
WBInteraction000519778,W06F12.1,B0336.1,+
WBInteraction000518432,W02D3.9,T23D8.1,-
WBInteraction000517795,W02A2.1,C29F3.1,-
WBInteraction000008993,K10D2.3,C08A9.1
WBInteraction000504993,C33G3.1,Y51A2D.19,+
WBInteraction000519336,F02A9.6,F56A12.4,-
WBInteraction000502959,Y55D5A.5,F59F5.6,+
WBInteraction000008974,R13H8.1,C08A9.1
WBInteraction000524805,R13H8.1,F54G8.4,+
WBInteraction000519597,F17C11.9,C36B1.4,+
WBInteraction000517868,F53G12.5,W02A2.7,-
WBInteraction000502561,T07D3.7,C37A2.4,-
WBInteraction000519453,T20F10.1,F13E6.4,+
WBInteraction000503451,F08C6.6,F43E2.8,-
WBInteraction000504271,F58E10.2,C33D3.1,+
WBInteraction000517924,VC5.4,F38G1.2,-
WBInteraction000003671,F54E7.3,F58B6.3
WBInteraction000004036,C39E6.1,ZK836.1
WBInteraction000519811,R10E11.2,K04E7.2,+
WBInteraction000503991,R06A4.7,C24H11.3,-
WBInteraction000501857,ZC84.2,Y116F11B.1,-
WBInteraction000502125,F26A3.3,ZK381.4
WBInteraction000003935,C07H6.7,T27C4.4
WBInteraction000519948,F31A3.4,F32A5.5,-
WBInteraction000503698,T21D12.2,B0213.4,-
WBInteraction000504725,T04D1.3,C02C6.1,-
WBInteraction000502306,C37A5.9,C07H6.7,-
WBInteraction000520852,T27C4.4,C08A9.1,+
WBInteraction000501999,F08G12.4,K08C7.5,-
WBInteraction000504152,F13D11.2,Y119D3B.19,-
WBInteraction000009025,H10E21.3,W06D12.3
WBInteraction000520945,F52C9.8,F26C11.2,-
WBInteraction000520476,F40F8.7,R13H8.1,-
WBInteraction000501767,C18E3.8,ZC434.6
WBInteraction000004123,F10C5.1,ZK1307.6
WBInteraction000520583,R03G5.2,F43E2.8,+
WBInteraction000518417,C15H9.6,B0213.4,-
WBInteraction000503269,F10B5.7,W03D8.10,-
WBInteraction000520427,T06E4.3,C08A9.1,-
WBInteraction000519577,F25H2.9,K07D4.3,-
WBInteraction000504254,F10D11.1,T27E4.8,+
WBInteraction000503996,E02C12.5,T04D3.3,+
WBInteraction000505165,B0564.10,C36F7.1,+
WBInteraction000518227,T21B10.7,C08A9.1,-
WBInteraction000502211,C26C6.5,DH11.3,+
WBInteraction000504661,W10G11.20,C28H8.12,+
WBInteraction000003754,F38A6.3,F08G12.4
WBInteraction000502730,M18.5,Y54E10A.15,-
WBInteraction000501789,F36A4.7,Y46H3A.3,+
WBInteraction000501534,F30A10.8,M01G5.5,+
WBInteraction000005660,F10D2.9,F28F8.2
WBInteraction000504135,F13D11.2,F12F6.1,+
WBInteraction000523950,C29E6.7,F45E6.2,-
WBInteraction000524312,T19E7.2,F15D3.8,-
WBInteraction000524429,B0464.5,M117.2,+
WBInteraction000005814,R11A8.4,R09F10.2
WBInteraction000503305,T07A9.5,Y57G7A.5,-
WBInteraction000505061,F02A9.6,F38A6.1,-
WBInteraction000005784,ZK1290.2,T09A12.3
WBInteraction000005515,C07H6.7,F31E3.1
WBInteraction000503694,Y47H9C.4,R09B5.5,+
WBInteraction000005839,F57H12.2,K03E6.5
WBInteraction000005646,T01C8.7,F28B12.2
WBInteraction000501774,AH6.5,C38D4.6,-
WBInteraction000003775,F52E1.4,F42A9.2
WBInteraction000501885,Y92H12A.1,C38C10.4,+
WBInteraction000501463,W09C5.2,Y50E8A.4,+
WBInteraction000524311,T19E7.2,Y75B8A.32,-
WBInteraction000003674,B0491.2,ZK1193.1
WBInteraction000052723,C08F8.8,ZC247.3
WBInteraction000502001,F11A1.3,R13H8.1,+
WBInteraction000521640,C04G2.7,T07C4.8,+
WBInteraction000005817,R11A8.4,Y105C5A.5
WBInteraction000005535,C07G2.1,Y55D5A.5
WBInteraction000003944,Y55D5A.5,M03A1.7
WBInteraction000003931,C07H6.7,ZK418.4
WBInteraction000517773,F22E12.4,K10H10.2,-
WBInteraction000502230,Y38F1A.5,T23G5.1,+
WBInteraction000502323,C02B8.4,F25F2.2,+
WBInteraction000502832,K04A8.6,W03C9.4,-
WBInteraction000523957,C01G6.8,C16B8.1,+
WBInteraction000518412,F48E8.5,F35B12.5,+
WBInteraction000503964,C47C12.3,W03A3.1,+
WBInteraction000503347,C26C6.2,T03F6.5,+
WBInteraction000519885,H10E21.3,C54F6.14,+
WBInteraction000003154,Y48A6C.5,F29F11.5,+
WBInteraction000504747,C18E9.6,C37H5.8,-
WBInteraction000502659,C27A7.4,C54G7.4,+
WBInteraction000503112,F10B5.7,C47E8.1,-
WBInteraction000519331,F37A4.8,T27E4.8,+
WBInteraction000003456,R31.3,F33H1.5
WBInteraction000502406,Y71F9B.5,F39D8.2,+
WBInteraction000501729,F59A6.1,R03G5.2,+
WBInteraction000503864,C32D5.9,C35E7.1,-
WBInteraction000003950,Y55D5A.5,C50F2.6
WBInteraction000523981,Y59A8B.14,K08E7.3,-
WBInteraction000517795,W02A2.1,C08A9.1,-
WBInteraction000501819,Y43C5A.6,H26D21.1,-
WBInteraction000524506,K02F3.4,C07G3.2,+
WBInteraction000503940,T08H4.3,ZK770.1,+
WBInteraction000005599,F11A1.3,C46E1.2
WBInteraction000504796,F59A6.1,B0218.3,+
WBInteraction000521614,C07H6.7,F38G1.2,+
WBInteraction000503767,F11A3.2,C08A9.1,-
WBInteraction000003087,ZC247.3,F59G1.6
WBInteraction000502476,ZK1067.7,F47G4.3,-
WBInteraction000003750,C07H6.7,C08C3.3
WBInteraction000502232,ZK381.4,F52G2.1,+
WBInteraction000517589,F59A6.1,C17G10.5,+
WBInteraction000504626,JC8.6,F57C9.5,-
WBInteraction000519375,C04A2.3,T14B1.1,-
WBInteraction000504726,T04D1.3,T20B5.1,-
WBInteraction000503566,F53G12.1,F22B7.13,+
WBInteraction000501469,Y95B8A.5,F13D12.7,+
WBInteraction000501601,K11G9.4,D2005.2,+
WBInteraction000005764,C01H6.5,T05C12.10
WBInteraction000003084,W03C9.4,F11G11.10
WBInteraction000003155,Y48A6C.5,T18D3.4,+
WBInteraction000524220,F15C11.1,F01D4.6,+
WBInteraction000502550,T10B5.5,F47G4.3,-
WBInteraction000503622,Y59A8B.13,C32F10.2,-
WBInteraction000504982,D2021.1,C12D8.10,+
WBInteraction000502115,C15H9.6,F43E2.8,-
WBInteraction000504196,BE0003N10.2,R07G3.1,+
WBInteraction000503488,T04H1.4,ZC302.1,+
WBInteraction000503620,C32F10.2,C03G6.13,-
WBInteraction000504632,ZK662.4,W02A2.6,-
WBInteraction000520328,F39H11.5,F58E10.4,-
WBInteraction000504169,F13D11.2,T02D1.5,-
WBInteraction000503860,T14A8.1,T08G11.5,+
WBInteraction000504097,C08F8.8,B0273.4,-
WBInteraction000519333,F22B3.1,T27E4.8,+
WBInteraction000519612,F23F1.8,K08F4.7,-
WBInteraction000517777,C12D8.10,T19E7.2,-
WBInteraction000504378,B0261.2,C49F5.1,+
WBInteraction000005589,C42D8.2,Y55D5A.5
WBInteraction000503475,Y44A6D.4,C08A9.1,-
WBInteraction000520531,ZK1193.5,C37H5.8,+
WBInteraction000502577,R07G3.1,T26E3.3,+
WBInteraction000504688,Y116F11B.1,C17G10.5,-
WBInteraction000520999,B0432.2,T23G5.5,+
WBInteraction000005605,F11A1.3,Y73B6BR.1
WBInteraction000503709,ZK1290.4,T18D3.4,+
WBInteraction000520118,F54H5.4,F59D8.2,+
WBInteraction000052908,F45E4.2,F58E10.2
WBInteraction000503660,T22D1.9,C23G10.4,-
WBInteraction000517749,Y55D5A.5,T19E7.2,-
WBInteraction000503710,R04A9.2,E01G4.5,-
WBInteraction000003966,H14A12.4,C02B8.4
WBInteraction000504522,K08B4.1,T15H9.3,-
WBInteraction000502319,T14A8.1,F09E8.7,+
WBInteraction000503829,C50C3.6,K06A5.7,+
WBInteraction000504852,ZK973.3,C08A9.1,+
WBInteraction000502386,M117.2,R13H8.1
WBInteraction000504832,F14D12.6,F57B9.9,-
WBInteraction000503581,F02A9.6,F55B12.1,+
WBInteraction000524531,Y6B3A.1,ZK1067.1,-
WBInteraction000005563,Y55D5A.5,M04D8.1
WBInteraction000520735,Y55D5A.5,F43C1.2,+
WBInteraction000518807,T15H9.3,T05B4.13,+
WBInteraction000503819,T15H9.3,C05B5.3,+
WBInteraction000501676,W02D3.9,K03F8.2,-
WBInteraction000504962,F33H1.1,M01A8.2,+
WBInteraction000504634,ZK632.13,W02A2.6,-
WBInteraction000504155,F13D11.2,ZC47.7,-
WBInteraction000003278,F54E7.3,C18E9.11
WBInteraction000503114,T07A9.5,C49C8.5,+
WBInteraction000052839,B0273.4,C01B7.6
WBInteraction000520322,C37H5.8,F58E10.4,-
WBInteraction000503908,T21H3.3,C45G3.1,+
WBInteraction000504557,Y45F10D.9,F59E12.2,-
WBInteraction000517862,F53G12.5,Y54E10A.4,-
WBInteraction000502142,C48B6.6,F45D11.4,-
WBInteraction000503707,ZK1290.4,F58G4.1,+
WBInteraction000524097,F38A6.3,C54F6.14,-
WBInteraction000503911,Y56A3A.20,T23G11.3,-
WBInteraction000518747,T07D3.7,F59G1.6,+
WBInteraction000520185,F25E2.5,T18D3.4,-
WBInteraction000503649,F22E12.4,C46E1.2,+
WBInteraction000503924,T28F12.2,F23B12.9,-
WBInteraction000504777,Y53C10A.12,K07C6.4,+
WBInteraction000503567,F53G12.1,F58B6.3,+
WBInteraction000502245,Y18D10A.17,B0207.4
WBInteraction000521443,C14B1.4,Y53C12B.5,-
WBInteraction000503741,Y106G6E.6,F55A12.3,-
WBInteraction000503307,T07A9.5,Y69H2.3,+
WBInteraction000503080,T07A9.5,C15H7.3,-
WBInteraction000520951,R05D3.7,C06E1.4,+
WBInteraction000502695,C07H6.7,R107.8,+
WBInteraction000520558,Y48B6A.4,T19E7.2,-
WBInteraction000519432,F59F5.6,Y47D3B.2,+
WBInteraction000504713,K02G10.3,R13H8.1,+
WBInteraction000503608,C32F10.2,ZK666.6,-
WBInteraction000502076,R13F6.9,F48E8.1,-
WBInteraction000518440,F53F10.4,Y47D3B.2,+
WBInteraction000520752,B0348.4,R13H8.1,+
WBInteraction000503293,F10B5.7,Y45G12C.2,+
WBInteraction000517589,F59A6.1,Y22F5A.4,+
WBInteraction000524452,B0025.2,F11G11.2,-
WBInteraction000052652,T24D3.1,T19E7.2
WBInteraction000521000,K08E3.7,T23G5.5,-
WBInteraction000502839,T27C10.6,T08A9.3
WBInteraction000504459,T21B10.7,F37B12.2,-
WBInteraction000517928,Y17G7B.2,F38G1.2,-
WBInteraction000503351,C25A11.4,Y50D4C.1,+
WBInteraction000523970,Y48A6C.5,W02B9.1,+
WBInteraction000505064,W09B6.1,C01G8.5,+
WBInteraction000005620,F33H1.1,R31.3
WBInteraction000503240,T07A9.5,T01C3.5,-
WBInteraction000503084,T07A9.5,C18H7.4,-
WBInteraction000520235,C30A5.7,Y22F5A.3,+
WBInteraction000519502,Y46H3A.3,F59E12.10,-
WBInteraction000009091,C25A1.11,C54E4.3
WBInteraction000517426,F22E12.4,C54F6.14,-
WBInteraction000517471,AH6.5,F59B2.6,+
WBInteraction000519326,F31A3.4,C09B8.1,-
WBInteraction000502526,Y57G11C.31,F47G4.3,-
WBInteraction000003686,B0412.2,Y116F11B.1
WBInteraction000519929,Y39A1C.3,C54F6.14,-
WBInteraction000503616,Y59A8B.13,C32H11.10,-
WBInteraction000520220,C02B8.4,F31A9.3,+
WBInteraction000008973,R13H8.1,F49E11.9
WBInteraction000503538,F33H1.1,Y38F2AL.2,+
WBInteraction000520394,C53A5.3,R53.3,+
WBInteraction000503460,K08E7.3,F22B7.13,-
WBInteraction000517867,F53G12.5,F54C9.8,-
WBInteraction000503173,T07A9.5,F44G4.5,-
WBInteraction000503520,R13H4.1,Y75B8A.12,+
WBInteraction000524448,T05H10.5,F11G11.2,+
WBInteraction000504282,C29E6.7,C18C4.5,-
WBInteraction000519799,F09E5.5,K04E7.2,+
WBInteraction000504687,ZK1251.2,C17G10.5,-
WBInteraction000501877,Y71F9AL.16,C07G1.4,-
WBInteraction000503284,F10B5.7,Y38H8A.3,-
WBInteraction000501456,F22B5.7,Y54E2A.3,+
WBInteraction000003792,T27A1.6,C32C4.5
WBInteraction000505094,F58E10.5,C33D3.1,+
WBInteraction000524561,C39E6.6,F07C4.14,+
WBInteraction000005706,K03E6.1,C32C4.6
WBInteraction000003341,R107.8,F15C11.1
WBInteraction000519486,C29E6.2,C08A9.1,+
WBInteraction000520448,W10G6.2,C24B9.9,-
WBInteraction000519445,K12H4.1,K02G10.7,+
WBInteraction000503170,F10B5.7,F42A9.3,-
WBInteraction000009033,T23G7.1,T11F8.3
WBInteraction000521979,T24D3.1,ZK177.10,+
WBInteraction000005576,Y55D5A.5,F49E11.9
WBInteraction000519894,K08E3.3,F28D1.10,+
WBInteraction000005831,Y53C12B.5,Y47D3A.6
WBInteraction000003949,Y55D5A.5,ZC513.6
WBInteraction000503035,F48E8.1,C32D5.9,-
WBInteraction000503646,F22E12.4,B0412.2,+
WBInteraction000520379,R06B9.6,F43C9.4,-
WBInteraction000504083,C32C4.6,R06B10.4,-
WBInteraction000004033,K03E6.1,C09C7.1
WBInteraction000504236,C47G2.5,C34C12.3,+
WBInteraction000502590,C47E8.5,M04G12.3,+
WBInteraction000501785,C30A5.7,F32G8.6,+
WBInteraction000005657,EGAP2.3,C33D3.1
WBInteraction000504170,F13D11.2,R07B7.5,-
WBInteraction000517853,F21H12.5,T23G11.3,-
WBInteraction000501474,Y113G7A.3,T11F8.3
WBInteraction000519961,F31A3.4,T12D8.5,-
WBInteraction000519814,T01D1.2,K04E7.2,+
WBInteraction000521022,D2030.9,C40C9.5,-
WBInteraction000504156,F13D11.2,R07B7.11,-
WBInteraction000503681,D2030.6,Y51H4A.48,+
WBInteraction000520214,Y55D5A.5,R13H8.1,-
WBInteraction000520916,C01H6.7,C09E8.3,-
WBInteraction000501459,F49E11.1,F57B10.12,-
WBInteraction000008976,F11A1.3,B0273.2
WBInteraction000502305,ZK792.6,C07H6.7,+
WBInteraction000504299,C29E6.7,K02E2.6,-
WBInteraction000005639,F38G1.2,C04G2.7
WBInteraction000504788,F33G12.4,T05A6.1,-
WBInteraction000520429,T06E4.3,F55H2.1,-
WBInteraction000518607,F41C6.1,F10E9.6,+
WBInteraction000504854,ZK973.3,F38E11.2,+
WBInteraction000519287,F21H11.3,C05G5.6,+
WBInteraction000501791,F44B9.4,Y46H3A.3,+
WBInteraction000503752,T22C8.8,Y105E8A.26,+
WBInteraction000517625,C54H2.5,T25C12.1,-
WBInteraction000504875,C02C6.1,B0213.4,+
WBInteraction000052897,R107.8,F02A9.6
WBInteraction000503344,T07A9.5,ZK1307.1,+
WBInteraction000519600,F25H5.4,F23F12.6,+
WBInteraction000520989,Y55D5A.5,F33E2.2,-
WBInteraction000004087,T01C4.2,F28F9.1
WBInteraction000519602,M110.4,T04C10.4,-
WBInteraction000520651,F25D7.1,F43E2.8,-
WBInteraction000519655,B0261.2,F38A6.1,-
WBInteraction000504145,F13D11.2,F44E2.8,+
WBInteraction000003791,AH6.10,F28F9.1
WBInteraction000003884,T24D3.1,W04A8.7
WBInteraction000503955,F45B8.4,B0244.2,-
WBInteraction000524303,T19E7.2,C31B8.4,-
WBInteraction000003838,K07A9.2,C49H3.1
WBInteraction000502179,R03C1.3,T03D8.5,+
WBInteraction000504337,C45E1.1,Y76A2B.3,+
WBInteraction000504034,T26A5.9,ZK1128.2,+
WBInteraction000005514,C13G5.1,W03D2.5
WBInteraction000505002,D1007.16,EGAP7.1,+
WBInteraction000501854,Y116F11B.1,R13H8.1,+
WBInteraction000009089,C25A1.11,T04D3.4
WBInteraction000504251,C08A9.1,Y45G12C.2,-
WBInteraction000502225,F56E3.4,F07F6.6,+
WBInteraction000502136,Y41D4B.19,R06F6.5,+
WBInteraction000502484,ZK20.5,F47G4.3,-
WBInteraction000005618,F33H1.1,F38G1.1
WBInteraction000519777,F52F12.3,B0336.1,+
WBInteraction000519330,T23D8.5,T27E4.8,+
WBInteraction000518841,C47G2.2,Y51H4A.403,+
WBInteraction000502028,Y113G7A.6,B0412.1,+
WBInteraction000503564,F07C3.4,ZK377.2,-
WBInteraction000502058,F33H1.1,F40F9.1,+
WBInteraction000519841,D1037.2,Y55F3AL.1,+
WBInteraction000501471,JC8.10,T04D1.3,-
WBInteraction000519779,T05G5.3,B0336.1,+
WBInteraction000503002,T25E12.4,R13H8.1,-
WBInteraction000501610,ZK381.1,F18E2.3
WBInteraction000501985,C40H5.5,W03A3.1,+
WBInteraction000520221,C02B8.4,F55B12.1,+
WBInteraction000520719,F26E4.9,Y22D7AL.5,-
WBInteraction000504924,K10C3.6,F11E6.5,-
WBInteraction000003518,C42D4.5,F58H12.1
WBInteraction000003146,C08C3.3,Y54G2A.1
WBInteraction000504813,F35D2.5,F41C6.1,+
WBInteraction000520106,C36A4.2,F49E10.5,-
WBInteraction000517456,F28D1.1,F37B1.2,-
WBInteraction000520631,F12F6.6,ZK455.7,-
WBInteraction000501723,C52E12.2,F37A4.7,+
WBInteraction000517734,Y34D9A.4,F20G4.3,+
WBInteraction000520743,ZC513.6,F38E1.7,-
WBInteraction000003751,C07H6.7,T01E8.2
WBInteraction000502940,B0564.10,C04F5.3,+
WBInteraction000003917,T14F9.5,K11D12.1
WBInteraction000003437,F18A1.2,F56H1.1
WBInteraction000501896,ZK370.2,R13A5.5,+
WBInteraction000003895,F14F3.1,B0432.5
WBInteraction000005708,C37F5.1,C05B10.1
WBInteraction000519334,F02A9.6,C12D8.5,-
WBInteraction000503684,C04D8.1,T26E3.3,-
WBInteraction000009080,C32C4.6,K01B6.1
WBInteraction000502876,Y34D9A.4,M03D4.1,+
WBInteraction000504121,F13D11.2,C26E1.3,-
WBInteraction000520633,Y47G6A.10,C37H5.8,-
WBInteraction000503876,M01E5.6,ZK381.4,-
WBInteraction000517648,C01G8.9,ZK1193.1
WBInteraction000502521,W08D2.7,F47G4.3,-
WBInteraction000501930,W02D3.9,K03E6.1,-
WBInteraction000519376,C04A2.3,Y37A1B.5,+
WBInteraction000503124,T07A9.5,F02C9.4,-
WBInteraction000003719,F33H1.1,F02D8.3
WBInteraction000503074,T07A9.5,C09F9.1,-
WBInteraction000503641,R03G5.2,T10H9.4,+
WBInteraction000504035,T23G11.3,C37A2.4,-
WBInteraction000504684,F29C4.7,C06E1.4,+
WBInteraction000517943,C47D12.1,C25A11.4,+
WBInteraction000524292,T19E7.2,B0041.6,+
WBInteraction000505154,F16A11.4,B0334.8,-
WBInteraction000003940,W02D3.9,F58E10.2
WBInteraction000524508,C33D3.1,T13F2.1,+
WBInteraction000502394,ZC101.2,F56H11.1,+
WBInteraction000517390,K08F8.2,T19E7.3,-
WBInteraction000504193,F13D11.2,C09C7.1,+
WBInteraction000502346,R13A5.1,R107.8,+
WBInteraction000504525,F26H9.6,C42D8.8,+
WBInteraction000005512,C13G5.1,C27C7.4
WBInteraction000505078,F59E12.4,Y54E10A.15,+
WBInteraction000504656,F36F2.5,K11H12.6,+
WBInteraction000501947,C08C3.1,F01D4.6,+
WBInteraction000008972,R13H8.1,K11G9.6
WBInteraction000504287,C29E6.7,C01G8.5,-
WBInteraction000502677,C05G5.6,C01H6.5,-
WBInteraction000520205,T14F9.4,T18D3.4,+
WBInteraction000504327,ZK945.9,F48C11.2,+
WBInteraction000003812,ZC64.4,K03D10.1
WBInteraction000504535,Y23H5A.5,Y51A2D.19,+
WBInteraction000519900,C05G5.6,Y113G7B.17,-
WBInteraction000504311,C29E6.7,T05G5.1,-
WBInteraction000503963,H02I12.8,T26E3.3,-
WBInteraction000003603,C12C8.1,H25P06.2
WBInteraction000502755,C34G6.4,R07B1.12,+
WBInteraction000518429,W02D3.9,Y34D9B.1,-
WBInteraction000505070,C05B10.1,F52B5.5,-
WBInteraction000503445,C26C6.2,ZK1290.2,-
WBInteraction000504102,K02B12.1,K02G10.7,+
WBInteraction000502856,K10B2.1,C08A9.1,+
WBInteraction000520391,C53A5.3,F29G9.4,+
WBInteraction000503201,T07A9.5,H20E11.1,+
WBInteraction000502828,T26E3.3,F10C1.7,+
WBInteraction000502855,F46A9.5,C08A9.1,+
WBInteraction000503766,F11A3.2,F30H5.1,-
WBInteraction000524325,T19E7.2,W03D2.6,-
WBInteraction000502497,T28F12.2,F47G4.3,-
WBInteraction000503393,F56A3.4,F58B6.3,+
WBInteraction000520125,K11G12.2,Y48D7A.2,+
WBInteraction000517935,F42G8.12,K08F4.7,-
