WBInteraction000505079,R13H8.1,F16A11.4,-
WBInteraction000524305,T19E7.2,ZC196.4,-
WBInteraction000518483,C25A1.13,R13H8.1,+
WBInteraction000503157,T07A9.5,F35E12.6,+
WBInteraction000005509,F45E6.2,K08E3.7
WBInteraction000005678,Y73C8B.4,C53A5.3
WBInteraction000524282,T19E7.2,ZK896.4,+
WBInteraction000004102,W03C9.4,C27A12.5
WBInteraction000520815,K02B12.1,ZK512.6,+
WBInteraction000517959,C45E1.1,F08A8.3,-
WBInteraction000504698,Y48G1A.3,F08B1.2,+
WBInteraction000502008,T22A3.5,C05G5.6,-
WBInteraction000517740,C01F6.4,Y73F8A.1,+
WBInteraction000009052,F59A6.1,C50C10.7
WBInteraction000501820,M04B2.1,C55B7.1,-
WBInteraction000504966,C53B7.1,C01G6.8,+
WBInteraction000502995,T21E12.4,F13G3.4,+
WBInteraction000519932,F47G4.6,C54F6.14,-
WBInteraction000519026,F33E2.2,K11D9.1,-
WBInteraction000052927,C32C4.6,R03C1.3
WBInteraction000503258,T07A9.5,T23B7.1,-
WBInteraction000005499,B0334.8,Y54G11A.5
WBInteraction000504141,F13D11.2,F37C4.5,-
WBInteraction000503063,T07A9.5,C03A7.14,-
WBInteraction000501518,ZC247.3,C26G2.1,+
WBInteraction000524288,T19E7.2,F14D7.6,+
WBInteraction000518223,B0035.5,C08A9.1,-
WBInteraction000517605,W04D2.6,ZK1193.1
WBInteraction000502875,B0207.4,M03D4.1,+
WBInteraction000519600,F25H5.4,F43E2.8,+
WBInteraction000502519,T21B10.7,F47G4.3,-
WBInteraction000504800,F53G12.1,K08E7.9,+
WBInteraction000003358,C47G2.2,C53D6.2
WBInteraction000521626,F11C1.6,F36H1.4,+
WBInteraction000519860,T08H4.3,C54F6.14,+
WBInteraction000503462,K08E7.3,T09A5.10,-
WBInteraction000517592,F13B10.1,C17G10.5,+
WBInteraction000501546,Y105E8A.7,T08G11.5,+
WBInteraction000005565,Y55D5A.5,C02A12.4
WBInteraction000520209,F53H4.1,Y76B12C.2,+
WBInteraction000518964,C37F5.1,C10H11.9,+
WBInteraction000003078,T18D3.4,C25D7.3
WBInteraction000503245,F10B5.7,T05A8.3,+
WBInteraction000502836,T27C10.6,T10H9.4
WBInteraction000520830,Y119C1B.8,F58A3.2,-
WBInteraction000505010,Y40B1A.4,C27A12.5,+
WBInteraction000504305,C29E6.7,T26E3.3,-
WBInteraction000502916,C18H9.8,B0212.5,+
WBInteraction000519404,F23B2.4,Y49G5A.1,+
WBInteraction000517946,C25A11.4,F38G1.2,-
WBInteraction000003958,Y54E10A.4,F46B6.3
WBInteraction000003312,T25C12.1,W03C9.4
WBInteraction000504733,F39B2.2,C06E1.4,+
WBInteraction000005601,F11A1.3,Y32G9A.1
WBInteraction000503027,T25G3.2,F49E11.1,+
WBInteraction000521984,C41C4.4,R74.3,+
WBInteraction000009098,C41G7.5,C39E6.6
WBInteraction000003228,Y53C12B.5,C42D8.2
WBInteraction000503502,B0334.8,ZK430.3,+
WBInteraction000502980,M110.5,T11F8.3,-
WBInteraction000521896,R12B2.5,F43E2.8,-
WBInteraction000519394,F23B2.4,T21E8.2,+
WBInteraction000504672,T20G5.1,C53B7.5,+
WBInteraction000502123,W10G11.19,F43E2.8,-
WBInteraction000005854,R74.3,K08H10.4
WBInteraction000518833,K08F8.2,F34D10.5,+
WBInteraction000504799,F08C6.1,T25F10.2,+
WBInteraction000504765,F01D4.6,R08B4.2,+
WBInteraction000503743,C07H6.5,K10B2.3,+
WBInteraction000503465,Y65B4BL.2,C38D9.2,-
WBInteraction000517853,H12I13.4,T23G11.3,-
WBInteraction000502185,T02C5.5,K11E8.1,+
WBInteraction000517664,ZK742.1,T25C12.1,-
WBInteraction000009031,T23G7.1,W02A2.7
WBInteraction000519606,T27F7.3,T04C10.4,-
WBInteraction000503941,T08H4.3,C05D2.4,+
WBInteraction000519303,C17G1.6,C05G5.6,+
WBInteraction000005761,C01H6.5,C42D8.5
WBInteraction000519818,VZK822L.1,K04E7.2,+
WBInteraction000005633,Y48B6A.4,F45H10.4
WBInteraction000503133,T07A9.5,F13G11.2,-
WBInteraction000502075,C32D5.2,F48E8.1,-
WBInteraction000518455,C42D8.4,M79.4,+
WBInteraction000504715,Y39G8C.3,Y51A2D.19,+
WBInteraction000502931,R53.3,ZK112.7,+
WBInteraction000519793,Y111B2A.4,F58H1.1,+
WBInteraction000504019,F28B12.3,F38G1.2,+
WBInteraction000518901,M03A1.1,R06C1.3,+
WBInteraction000003361,Y53C12B.5,F33H1.5
WBInteraction000519317,F07A11.3,C50F4.11
WBInteraction000503616,T23G7.1,C32H11.10,-
WBInteraction000003356,F54E7.3,W02A2.7
WBInteraction000503514,F34D10.5,F14F3.1,-
WBInteraction000521443,K04G11.4,Y53C12B.5,-
WBInteraction000502067,K10B2.1,C06E1.4,+
WBInteraction000504729,F32H2.5,R09B5.3,-
WBInteraction000503077,T07A9.5,C10G11.9,-
WBInteraction000504256,F10D11.1,C12C8.1,+
WBInteraction000505004,D1007.16,F23H12.4,+
WBInteraction000003306,F55C7.7,C15F1.9
WBInteraction000052633,F58E10.5,F58E10.2
WBInteraction000052824,C38D4.6,D1081.2
WBInteraction000504178,F13D11.2,T04A11.4,-
WBInteraction000504884,F43C1.2,C01F6.4,-
WBInteraction000519872,K10B3.5,C54F6.14,+
WBInteraction000504142,F13D11.2,F38B7.2,-
WBInteraction000052904,T27A1.6,R03H4.6
WBInteraction000519944,ZC376.7,Y22D7AL.5,-
WBInteraction000504467,B0547.1,F37B12.2,-
WBInteraction000503137,T07A9.5,F16F9.2,+
WBInteraction000518571,Y45F10A.2,Y53C12B.3,-
WBInteraction000004071,R13A5.5,C50E10.4
WBInteraction000502854,D2045.6,C08A9.1,+
WBInteraction000504262,C08A9.1,F10D11.1,+
WBInteraction000521343,Y67D8C.5,C08C3.3,-
WBInteraction000503909,C45G3.1,T09A5.10,+
WBInteraction000517790,W10G6.2,F11G11.2,-
WBInteraction000519922,F11A10.2,C54F6.14,-
WBInteraction000520689,C12C8.4,T24D1.1,-
WBInteraction000519903,F55A4.2,C11D2.6,+
WBInteraction000503790,C39E6.6,F56A4.9,+
WBInteraction000503150,T07A9.5,F28H7.6,-
WBInteraction000521302,B0464.2,C55A6.9,+
WBInteraction000517637,C17H12.1,ZK1193.1
WBInteraction000003438,F18A1.2,C25F6.2
WBInteraction000504221,F42G8.5,Y51A2D.19,+
WBInteraction000502018,R05D3.7,K10D3.2,+
WBInteraction000003183,R06A4.7,C09G4.5
WBInteraction000501982,F29B9.6,C08C3.3,-
WBInteraction000517449,Y47G6A.10,B0024.9,-
WBInteraction000502110,F39B2.4,F44G4.8,-
WBInteraction000520018,F25B4.1,C55B7.4,-
WBInteraction000502160,B0336.1,F58E10.2
WBInteraction000504836,C33D3.1,R11D1.11,+
WBInteraction000504428,W06F12.1,F02E9.2,-
WBInteraction000504802,B0432.4,Y116F11B.1,-
WBInteraction000502264,F44C4.4,Y73C8B.4,-
WBInteraction000519926,Y60A9.3,C54F6.14,-
WBInteraction000501822,K03E6.1,K10C3.3,+
WBInteraction000520562,R74.3,B0285.9,+
WBInteraction000502378,B0336.2,T13F2.8
WBInteraction000521746,K04G2.8,T23D8.9,-
WBInteraction000503596,F11E6.5,F28F8.2,-
WBInteraction000503965,F52F12.3,W03A3.1,+
WBInteraction000521889,Y113G7B.23,R13H8.1,+
WBInteraction000503208,T07A9.5,K04H4.5,-
WBInteraction000502956,R13H8.1,C01B7.6,-
WBInteraction000520957,Y119C1B.8,R08C7.3,+
WBInteraction000519789,F29G9.4,Y22F5A.6,-
WBInteraction000502994,C09H6.2,C06E1.4,-
WBInteraction000003539,F54E7.3,Y59A8B.14
WBInteraction000503987,C41C4.4,K12B6.3,+
WBInteraction000503055,F10B5.7,B0207.7,-
WBInteraction000518898,M03A1.1,C09G12.8,-
WBInteraction000524316,T19E7.2,Y46G5A.20,-
WBInteraction000519780,C47B2.4,K04E7.2,+
WBInteraction000502548,K02F2.3,F47G4.3,-
WBInteraction000505054,T15H9.3,C46H11.8,+
WBInteraction000503380,T25F10.5,B0212.5,+
WBInteraction000517862,T23G11.3,Y54E10A.4,-
WBInteraction000502693,C07H6.7,Y73C8B.4,+
WBInteraction000504167,F13D11.2,F26H11.2,+
WBInteraction000003213,F11C3.3,Y73B6A.4
WBInteraction000052858,F02A9.6,R144.7
WBInteraction000519850,C14B9.6,Y9C9A.16,-
WBInteraction000504463,Y59A8A.1,F37B12.2,-
WBInteraction000501821,M04B2.1,ZK381.4,-
WBInteraction000501600,F28B12.2,ZK945.9,+
WBInteraction000517993,M03A1.1,F43C1.2,-
WBInteraction000504188,F13D11.2,C10H11.3,-
WBInteraction000524277,T19E7.2,F56A4.4,+
WBInteraction000503677,C12C8.3,Y43F8C.10,-
WBInteraction000503209,T07A9.5,K05F1.8,-
WBInteraction000502535,C28H8.11,F47G4.3,-
WBInteraction000521986,F11A1.3,T18D3.4,+
WBInteraction000503664,T09B4.11,Y110A7A.3,-
WBInteraction000003523,T25C12.1,K12H4.8
WBInteraction000502518,T13H5.4,F47G4.3,-
WBInteraction000003836,H39E23.1,AH6.5
WBInteraction000501465,C10H11.9,C06C3.1,+
WBInteraction000520326,CD4.6,F58E10.4,-
WBInteraction000520781,W02D3.7,F13D12.2,-
WBInteraction000503294,T07A9.5,Y46C8AL.5,+
WBInteraction000503628,W02D3.11,M01E5.5,+
WBInteraction000003768,F26C11.2,ZC416.8
WBInteraction000052626,T23G11.3,F53G12.5
WBInteraction000503205,F10B5.7,K02B9.1,-
WBInteraction000503777,F18A1.2,ZK930.9,+
WBInteraction000503391,ZK370.5,T19E7.2,-
WBInteraction000520738,K06C4.6,ZK1290.2,+
WBInteraction000519766,W03C9.3,ZK593.6,-
WBInteraction000504358,F59A2.1,ZK381.4,+
WBInteraction000503315,T07A9.5,Y105C5A.5,-
WBInteraction000502811,Y47D3A.6,Y54E10A.4,+
WBInteraction000520340,T26C11.7,C18A11.5,-
WBInteraction000504636,ZK632.13,ZK381.4,-
WBInteraction000504202,K12C11.2,F10C1.2,+
WBInteraction000501631,F33H1.1,R01H10.6,+
WBInteraction000504309,C29E6.7,K12B6.1,-
WBInteraction000504210,Y55D5A.5,C17C3.12,+
WBInteraction000518944,Y54G11A.13,T05B4.2,-
WBInteraction000003704,C02F4.2,F54E7.7
WBInteraction000501668,Y59A8B.14,F02A9.6,-
WBInteraction000520043,K07G5.2,C08A9.1,-
WBInteraction000503771,R01B10.5,F43E2.8,-
WBInteraction000519454,F52D10.3,F13E6.4,+
WBInteraction000518706,K10C3.6,ZK370.5,+
WBInteraction000504008,T20F10.1,R13H4.4,+
WBInteraction000520121,T09B4.12,F47F6.1,-
WBInteraction000503297,T07A9.5,Y49G5A.1,-
WBInteraction000008949,C40H5.5,F41D9.3
WBInteraction000503156,T07A9.5,F35C11.3,-
WBInteraction000503337,T07A9.5,ZK973.8,-
WBInteraction000502546,F57B9.3,F47G4.3,-
WBInteraction000504797,F13B10.1,B0218.3,+
WBInteraction000518174,Y47G6A.8,T19E7.2,-
WBInteraction000517615,F13H6.1,T25C12.1,-
WBInteraction000005741,F38G1.2,C05B10.1
WBInteraction000519879,F40F8.7,C54F6.14,+
WBInteraction000504177,F13D11.2,T01D3.6,+
WBInteraction000520057,F21H11.3,D2096.6,-
WBInteraction000505159,F59G1.3,W08D2.1,+
WBInteraction000003982,C08C3.3,Y71F9B.5
WBInteraction000519060,T21G5.5,C38C3.5,+
WBInteraction000003109,Y39A1B.3,R13G10.1
WBInteraction000517589,F59A6.1,B0213.4,+
WBInteraction000003379,R13H4.4,W02B9.1
WBInteraction000503981,F43G9.11,B0507.1,+
WBInteraction000504076,C32C4.6,K07C5.9,-
WBInteraction000003773,K03E6.1,R03C1.3
WBInteraction000503870,B0336.8,ZK381.4,-
WBInteraction000519654,F38A6.1,C32D5.9,+
WBInteraction000524607,C07G1.1,F56H11.1,-
WBInteraction000005531,B0286.5,Y38F1A.5
WBInteraction000520725,C18E9.6,Y22D7AL.5,-
WBInteraction000503691,B0365.3,T08G11.5
WBInteraction000008961,C04A2.3,C07H6.7
WBInteraction000504408,F37C12.2,T12G3.1,-
WBInteraction000521271,F02A9.6,T22A3.3,+
WBInteraction000502636,F32H2.3,F35B12.5,+
WBInteraction000502022,T07H8.4,T01C8.7,+
WBInteraction000503779,F25E2.5,F56A12.3,-
WBInteraction000504755,C02F4.2,T08A9.3,+
WBInteraction000502638,F32H2.3,F59E12.2,+
WBInteraction000518239,F20H11.2,C08A9.1,-
WBInteraction000519612,F23F1.8,F23F12.6,-
WBInteraction000503992,F01F1.8,ZK381.4,-
WBInteraction000520531,ZK1193.5,Y22D7AL.5,+
WBInteraction000504075,C32C4.6,Y8A9A.6,-
WBInteraction000524353,C49A1.4,C08A9.1,+
WBInteraction000052772,ZK858.4,T01G9.5
WBInteraction000505173,F36H2.1,F53G12.1,+
WBInteraction000502103,T07E3.5,Y43C5A.6
WBInteraction000520203,R13H8.1,Y73C8B.4,-
WBInteraction000504343,C16C10.5,F43E2.8,-
WBInteraction000519721,F26E4.12,K04E7.2,+
WBInteraction000519810,R10E11.1,K04E7.2,+
WBInteraction000009092,C25A1.11,C39E6.6
WBInteraction000501769,T25F10.2,F48E8.1,-
WBInteraction000005796,Y47D3B.7,F41H10.7
WBInteraction000503088,T07A9.5,C25G4.4,-
WBInteraction000520977,F46F6.4,Y37E3.5,+
WBInteraction000520641,T24H7.1,ZK637.8,-
WBInteraction000504597,K01B6.1,C49A1.4,+
WBInteraction000052866,F23B12.9,R09F10.9
WBInteraction000519327,F47D12.4,T27E4.8,+
WBInteraction000005568,Y55D5A.5,Y17G7B.5
WBInteraction000504916,W02D3.7,F09F3.9,+
WBInteraction000502716,K02E10.8,F59F5.6,+
WBInteraction000503246,T07A9.5,T05G5.7,-
WBInteraction000005723,ZK637.7,Y73C8B.4
WBInteraction000003582,C53B7.5,T09A12.3
WBInteraction000505116,R166.1,T05A6.1,+
WBInteraction000505125,T23D8.1,K04G2.8
WBInteraction000517402,F55D12.4,F13D11.2,-
WBInteraction000501750,Y55D5A.5,C47E8.5,+
WBInteraction000517601,F32B6.3,ZK1193.1
WBInteraction000517636,F57H12.1,ZK1193.1
WBInteraction000502781,Y48A6B.11,C25A1.9,+
WBInteraction000504866,T25B6.7,B0213.4,+
WBInteraction000504977,F29G9.4,M05B5.5,+
WBInteraction000519606,T27F7.3,Y45G12C.2,-
WBInteraction000524345,H04M03.8,B0213.4,+
WBInteraction000501903,C09G9.6,T24D3.1,-
WBInteraction000517818,Y47H9C.4,W03C9.3,+
WBInteraction000009072,C18D1.1,F52E1.4
WBInteraction000518708,ZK1058.2,T05A6.1,+
WBInteraction000003831,ZK546.1,F57B1.2
WBInteraction000519819,W09B6.1,K04E7.2,+
WBInteraction000519718,T19E7.2,W07A12.7,-
WBInteraction000504113,W09H1.5,C37H5.8,-
WBInteraction000003360,Y53C12B.5,ZK945.9
WBInteraction000524330,T19E7.2,F58F9.7,-
WBInteraction000504776,R13H8.1,K07C6.4,+
WBInteraction000518864,D1037.4,Y17G7B.15,+
WBInteraction000517385,ZK662.4,F57C9.5,-
WBInteraction000005627,T18D3.4,Y59A8B.1
WBInteraction000501437,T09A5.10,T26E3.3
WBInteraction000504257,C08A9.1,C17G10.5,-
WBInteraction000052653,T23G11.3,C01F6.4
WBInteraction000521338,Y37E3.5,Y9C9A.3,+
WBInteraction000517925,C47D12.1,F38G1.2,-
WBInteraction000503095,F10B5.7,C30A5.4,-
WBInteraction000517472,F59E12.10,Y53C10A.12,-
WBInteraction000504508,Y92H12A.1,F58B6.3,+
WBInteraction000504263,Y47G6A.12,F53G12.1,+
WBInteraction000501827,F46C8.5,Y48A6A.1,+
WBInteraction000005709,F59G1.6,W09C5.4
WBInteraction000504336,C45E1.1,F37C12.7,+
WBInteraction000519603,M110.4,ZK20.5,+
WBInteraction000504033,Y48B6A.3,C05G5.6,-
WBInteraction000503467,Y65B4BL.2,T21G5.3,+
WBInteraction000501976,B0024.14,W10C8.2,-
WBInteraction000504486,Y57E12AL.6,F37B12.2,-
WBInteraction000503235,F10B5.7,R08C7.8,-
WBInteraction000521682,F11C1.6,C42D8.8,+
WBInteraction000003080,R13G10.1,T18D3.4
WBInteraction000503430,T23D8.9,F58E10.2,+
WBInteraction000003403,C08C3.1,C04A2.3
WBInteraction000503130,F10B5.7,F11G11.8,-
WBInteraction000003277,F54E7.3,B0334.11
WBInteraction000501662,T26E3.3,F58B6.3,+
WBInteraction000504307,C29E6.7,R07G3.5,-
WBInteraction000503211,F10B5.7,K07F5.4,-
WBInteraction000519407,F23B2.4,K12G11.3,+
WBInteraction000502678,C05G5.6,F11C1.6,-
WBInteraction000520180,W10C8.2,R13A5.5,+
WBInteraction000504107,K02B12.1,K12G11.2,+
WBInteraction000519310,C09G5.6,C05G5.6,-
WBInteraction000502479,C54A12.1,F47G4.3,-
WBInteraction000503446,M01D7.7,ZK1290.2,+
WBInteraction000503227,T07A9.5,M88.6,+
WBInteraction000501942,F28F9.1,F26C11.2,+
WBInteraction000503849,W06F12.1,F45E4.2,+
WBInteraction000520818,F46C8.5,ZK512.6,+
WBInteraction000009085,Y55D5A.5,B0261.2
WBInteraction000504244,C25F6.2,B0410.2,+
WBInteraction000524310,T19E7.2,F15B9.6,-
WBInteraction000502945,C07A12.4,F46C8.6,+
WBInteraction000519312,R53.3,C05G5.6,-
WBInteraction000005688,C05D9.5,F58H12.1
WBInteraction000502359,Y87G2A.4,F37A4.7,+
WBInteraction000502158,C30G12.7,Y113G7B.5,-
WBInteraction000503824,B0336.6,F28D1.10,+
WBInteraction000004039,B0334.8,F49E11.9
WBInteraction000524514,T01C8.1,F38A6.3,-
WBInteraction000503798,Y16B4A.1,E02H4.1,+
WBInteraction000524331,T19E7.2,C01G6.7,-
WBInteraction000502869,M04C9.5,F59C6.7
WBInteraction000501867,Y38C1AA.4,W10C8.2,-
WBInteraction000520550,ZK180.4,B0285.9,-
WBInteraction000502454,H13N06.3,F47G4.3,-
WBInteraction000052739,M05B5.5,F25H8.3
WBInteraction000502302,Y38A10A.5,C15H9.6,-
WBInteraction000503800,C05G5.6,K10C3.4,-
WBInteraction000502486,C18D11.4,F47G4.3,-
WBInteraction000005658,F10D2.9,C29F3.1
WBInteraction000520044,F42G9.7,Y74C9A.2,+
WBInteraction000502530,ZK1128.3,F47G4.3,-
WBInteraction000503919,K07G5.1,ZK377.2,-
WBInteraction000504874,F26H9.6,B0213.4,+
WBInteraction000502256,R11A8.4,C03A7.7,-
WBInteraction000519718,T19E7.2,K10H10.2,-
WBInteraction000004026,C05D2.1,M7.13
WBInteraction000521956,F52C12.5,C07H6.7,+
WBInteraction000517481,F56H11.1,ZK1058.2,+
WBInteraction000521322,C41G7.5,F01D4.6,+
WBInteraction000003413,C40H5.5,K03D10.1,+
WBInteraction000052788,D2045.1,T23G11.3
WBInteraction000005635,C08C3.3,C08C3.1
WBInteraction000009048,B0240.3,C50C10.7
WBInteraction000505072,F11A1.3,F47F6.1,-
WBInteraction000503226,F10B5.7,M88.3,-
WBInteraction000519958,F31A3.4,C47E12.4,-
WBInteraction000503528,Y59A8B.14,K06A5.7,+
WBInteraction000518352,M110.4,K08F4.7,-
WBInteraction000520099,F49E10.5,F47G4.3,-
WBInteraction000501714,Y113G7A.6,F36F2.5,+
WBInteraction000503147,T07A9.5,F25F2.1,-
WBInteraction000504279,C29E6.7,C02D5.2,-
WBInteraction000504434,C12D8.10,C24B9.9,-
WBInteraction000502766,C09G4.5,M163.3
WBInteraction000003219,C08C3.1,C07A12.1
WBInteraction000519907,T08A9.1,T12G3.1,-
WBInteraction000518671,Y43H11AL.2,T13F2.8,-
WBInteraction000503516,Y71F9B.5,F14F3.1,-
WBInteraction000504816,B0272.1,Y73F8A.1,+
WBInteraction000517795,W02A2.1,F32H2.5,-
WBInteraction000005834,Y16B4A.1,B0412.2
WBInteraction000504301,C29E6.7,F33G12.4,-
WBInteraction000504253,F10D11.1,C37H5.8,+
